target,year,id,group,columns,C,history,kind,inner_ap,inner_n,inner_positives
loss10,2015,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.15241633008135475,1938,118
loss10,2015,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.09852551045042242,1938,118
loss10,2015,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.066119983203573,1938,118
loss10,2015,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.07190774045943478,1938,118
loss10,2015,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.07344187744912146,1938,118
loss10,2015,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.2690053759727222,1938,118
loss10,2015,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.215425415561762,1938,118
loss10,2015,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.1728105308117113,1938,118
loss10,2015,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.10087065710069734,1938,118
loss10,2015,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.10076061209402667,1938,118
loss10,2015,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.10205893599353319,1938,118
loss10,2015,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.10060209188794465,1938,118
loss10,2015,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.10629371641442012,1938,118
loss10,2015,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.10452481436356477,1938,118
loss10,2015,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.0978644714137529,1938,118
loss10,2015,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.09830123205778149,1938,118
loss10,2015,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09703011575752737,1938,118
loss10,2016,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.2823257332688544,2090,118
loss10,2016,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.1724328007428706,2090,118
loss10,2016,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.1148349813110671,2090,118
loss10,2016,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.06161344985443624,2090,118
loss10,2016,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.07597525412701069,2090,118
loss10,2016,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.07997074072993696,2090,118
loss10,2016,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.28706302035666087,2090,118
loss10,2016,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.22914087468645428,2090,118
loss10,2016,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.19237039323309302,2090,118
loss10,2016,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.10655893996983154,2090,118
loss10,2016,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.10423291771450396,2090,118
loss10,2016,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.10465967657660305,2090,118
loss10,2016,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.1250199706946102,2090,118
loss10,2016,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.1292112054106093,2090,118
loss10,2016,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.12893133060216283,2090,118
loss10,2016,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.10986271850652482,2090,118
loss10,2016,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.10742340788028287,2090,118
loss10,2016,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.10634872638568602,2090,118
loss10,2017,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.257903132016916,2241,134
loss10,2017,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.1658394725395596,2241,134
loss10,2017,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.11576639612624728,2241,134
loss10,2017,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.05848342525935681,2241,134
loss10,2017,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.06975710595931166,2241,134
loss10,2017,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.07283046157313047,2241,134
loss10,2017,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.26267906657032203,2241,134
loss10,2017,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.2154905859283836,2241,134
loss10,2017,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.18518755935255915,2241,134
loss10,2017,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.09763004558589879,2241,134
loss10,2017,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.09484437833185021,2241,134
loss10,2017,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.09467516143817342,2241,134
loss10,2017,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.10494004661420803,2241,134
loss10,2017,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.10913619662110141,2241,134
loss10,2017,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.11278252760609941,2241,134
loss10,2017,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.10158804364728857,2241,134
loss10,2017,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.09526604637992261,2241,134
loss10,2017,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09428829002938847,2241,134
loss10,2018,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.2539851896182636,2391,135
loss10,2018,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.1673153400459741,2391,135
loss10,2018,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.11291368464620921,2391,135
loss10,2018,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.044568981720574136,2391,135
loss10,2018,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.05562749129267354,2391,135
loss10,2018,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.05958140305146904,2391,135
loss10,2018,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.25792335938927863,2391,135
loss10,2018,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.2044707458471834,2391,135
loss10,2018,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.17242599400218567,2391,135
loss10,2018,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.08585367301350759,2391,135
loss10,2018,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.08693560111361223,2391,135
loss10,2018,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.08684663545697564,2391,135
loss10,2018,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.08612608503478002,2391,135
loss10,2018,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.08938605865021355,2391,135
loss10,2018,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.08934031725739085,2391,135
loss10,2018,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.09054751802580319,2391,135
loss10,2018,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.08952011279266943,2391,135
loss10,2018,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09097904667390642,2391,135
loss10,2019,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.25703940012192933,2542,135
loss10,2019,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.16976748414676054,2542,135
loss10,2019,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.1154817904086664,2542,135
loss10,2019,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.04595837545989591,2542,135
loss10,2019,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.05536435675139516,2542,135
loss10,2019,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.0584922656762689,2542,135
loss10,2019,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.2617983908901029,2542,135
loss10,2019,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.20818729392253,2542,135
loss10,2019,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.1779896064816642,2542,135
loss10,2019,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.09298009032110341,2542,135
loss10,2019,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.09623077948461647,2542,135
loss10,2019,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.09795888499397104,2542,135
loss10,2019,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.08617383999480371,2542,135
loss10,2019,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.08848405125065688,2542,135
loss10,2019,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.08892501879633012,2542,135
loss10,2019,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.09853815445935615,2542,135
loss10,2019,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.10036436904549395,2542,135
loss10,2019,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.10335418709920532,2542,135
loss10,2020,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.26628303215038734,2693,129
loss10,2020,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.1904470427249299,2693,129
loss10,2020,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.1415463035672061,2693,129
loss10,2020,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.05041777885011778,2693,129
loss10,2020,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.06088396496538641,2693,129
loss10,2020,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.06419531914004806,2693,129
loss10,2020,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.27052731627113663,2693,129
loss10,2020,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.22108628141643755,2693,129
loss10,2020,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.1950569920216124,2693,129
loss10,2020,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.10534906738420746,2693,129
loss10,2020,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.10369323457718091,2693,129
loss10,2020,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.10503395275035271,2693,129
loss10,2020,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.09908705591826807,2693,129
loss10,2020,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.09949274409715991,2693,129
loss10,2020,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09942095516917801,2693,129
loss10,2020,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.12526794186670387,2693,129
loss10,2020,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.1359334561847103,2693,129
loss10,2020,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.13144719104100822,2693,129
loss10,2021,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.2627655413420126,2845,141
loss10,2021,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.20162737404761483,2845,141
loss10,2021,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.1591841812465309,2845,141
loss10,2021,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.05411926178564302,2845,141
loss10,2021,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.06261534694527267,2845,141
loss10,2021,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.06485990933280984,2845,141
loss10,2021,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.26838128191598704,2845,141
loss10,2021,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.22830869958522865,2845,141
loss10,2021,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.20471624855320714,2845,141
loss10,2021,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.1319844042181492,2845,141
loss10,2021,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.13675118142421722,2845,141
loss10,2021,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.13827489197404694,2845,141
loss10,2021,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.09550182561635931,2845,141
loss10,2021,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.09511417171316722,2845,141
loss10,2021,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.09421087726976324,2845,141
loss10,2021,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.15818615427071142,2845,141
loss10,2021,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.17204705431509792,2845,141
loss10,2021,combined_xgb/C=4,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.16559352492880153,2845,141
loss10,2022,market/C=0.01,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.01,0,lr,0.09721569666124626,2996,114
loss10,2022,market/C=0.1,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",0.1,0,lr,0.10671599112543614,2996,114
loss10,2022,market/C=1.0,market,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",1.0,0,lr,0.11341955719839737,2996,114
loss10,2022,topology/C=0.01,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.05046143813630737,2996,114
loss10,2022,topology/C=0.1,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.05369094530143162,2996,114
loss10,2022,topology/C=1.0,topology,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.05461494972098677,2996,114
loss10,2022,combined/C=0.01,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.01,0,lr,0.09244587206030784,2996,114
loss10,2022,combined/C=0.1,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",0.1,0,lr,0.10031663993791644,2996,114
loss10,2022,combined/C=1.0,combined,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",1.0,0,lr,0.10733428471763172,2996,114
loss10,2022,market_xgb/C=2,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",2.0,0,xgb,0.13181032454077946,2996,114
loss10,2022,market_xgb/C=3,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",3.0,0,xgb,0.12785097697711328,2996,114
loss10,2022,market_xgb/C=4,market_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve""]",4.0,0,xgb,0.1276806483107788,2996,114
loss10,2022,topology_xgb/C=2,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.060739703162120386,2996,114
loss10,2022,topology_xgb/C=3,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.05753582683599564,2996,114
loss10,2022,topology_xgb/C=4,topology_xgb,"[""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",4.0,0,xgb,0.06218765566765618,2996,114
loss10,2022,combined_xgb/C=2,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",2.0,0,xgb,0.07334985750043849,2996,114
loss10,2022,combined_xgb/C=3,combined_xgb,"[""log_vix"", ""vol20"", ""drawdown_60"", ""yield_curve"", ""h1_entropy_normalized"", ""h1_total_per_asset"", ""w2_per_sqrt_asset""]",3.0,0,xgb,0.07038398572366188,2996,114
