target,model,reference,block_sessions,draws,ap_difference,lower95,upper95,primary_family,lower_bonferroni,upper_bonferroni,share_draws_favouring_model
loss10,topology_pi_lasso,market,120,500,-0.09651973354465794,-0.18281970592065,0.004433380902544454,False,-0.19697450546291012,0.006761119162508283,0.05
loss10,combined_pi_lasso,market,120,500,-0.08596849760889168,-0.16924656212874387,-0.002969740957356259,False,-0.17744752148364432,-0.0003262576294939706,0.01
loss10,combined_pi_lasso,combined,120,500,-0.0883034781862997,-0.1671749734097594,-0.00019605336776268463,False,-0.17780686696731304,0.001859675140046926,0.022
loss10,topology_pi_lasso,topology_pi_rf,120,500,0.0035474644712610026,-0.02121103530537409,0.032970222782311764,False,-0.025972772249687248,0.03922147121467787,0.66
loss075,topology_rf,topology,20,500,0.05381369371146942,0.004560945656993606,0.12289955341296219,False,0.0004722169465568709,0.13798183777839146,0.986
loss075,market_rf,market,20,500,-0.10804946541919416,-0.20762030215579522,-0.02812815062057312,False,-0.23454179201742148,-0.021490690259975766,0.0
loss075,combined_rf,market_rf,20,500,0.023712816984272245,-0.000974841522597772,0.052587933919834,False,-0.003707935465045207,0.054927243967750006,0.97
loss075,topology_lasso,topology,20,500,0.006266609755428615,-0.009976957051703955,0.02899095067888774,False,-0.01285278754997745,0.032797350352538966,0.77
loss075,market_lasso,market,20,500,-0.03718899491838293,-0.09932369295640552,0.01029894648791557,False,-0.10553053039183526,0.014342052781478754,0.076
loss075,combined_lasso,market_lasso,20,500,-0.00161934130882041,-0.01638547705398568,0.014572734502881076,False,-0.018064645729105617,0.01818553668009218,0.348
loss075,topology_rf,topology,60,500,0.05381369371146942,-0.0018233677303251309,0.1450199041343087,False,-0.005254262679688203,0.15747341788783253,0.968
loss075,market_rf,market,60,500,-0.10804946541919416,-0.19428278361241158,-0.011197413508168346,False,-0.21223729992333168,-0.005962592860536775,0.002
loss075,combined_rf,market_rf,60,500,0.023712816984272245,-0.003139800706465829,0.06927899085914094,False,-0.004912015125809092,0.07353821314407613,0.954
loss075,topology_lasso,topology,60,500,0.006266609755428615,-0.00977637358053393,0.04141668960856983,False,-0.010626161334914402,0.04709788794496057,0.778
loss075,market_lasso,market,60,500,-0.03718899491838293,-0.07993660263893027,0.011810632708431055,False,-0.08304165554725339,0.015518443451445605,0.148
loss075,combined_lasso,market_lasso,60,500,-0.00161934130882041,-0.015342903270198749,0.012880053935204722,False,-0.018151383536363894,0.016144761833250115,0.372
